province_id,school_text,label_school_id
25,Эрхэм баян эрдэм,25
28,16,28
28,МУБИС харьяа сургууль,28
28,shine-ue,28
28,Олула томё сургууль,28
29,18-р сургууль,29
29,115-р сургууль,29
29,32 дугаар сургууль,29
29,32,29
29,52-р сургууль,29
12,17дугаар,12
18,2-р сургууль,18
18,Ховд сумын ЕБС,18
26,109-р сургууль,26
15,1-р сургууль,15
24,Эрдмийн хишиг,24
2,Бастама,2
2,Дэлүүн ЕБС,2
17,Хүмүүн,17
17,Сүмбэр,17
10,Эрдэнэдалай,10
10,Эрдэнэдалай,10
21,Дэлгэрхаан,21
21,Баян-Адарга,21
29,Шинэ Зуун Билэг,29
7,Оюуны-Ирээдүй сургууль,7
7,4 дүгээр сургууль,7
1,Эрдэнэмандал,1
8,Замын-Үүд I,8
16,Цагааннуур сумын ЕБС,16
11,Тосонцэнгэл 1-р сургууль,11
11,Тосонцэнгэл 2-р сургууль,11
30,5 дугаар сургууль,30
30,50 дугаар сургууль,30
30,72 дугаар сургууль,30
27,9-р сургууль,27
27,107-р сургууль,27
27,Хөгжил сургууль,27
24,141-р сургууль,24
24,ЭРХЭТ ЭРДЭМ,24
25,14 surguuli,25
25,92-р сургууль,25
25,92-р сургууль,25
25,97-р сургууль,25
25,111-р сургууль,25
25,133-р сургууль,25
25,133-р сургууль,25
25,Оюуны нахиа,25
28,11,28
28,Монгол Оросын хамтарсан сургууль,28
28,ШУТИС-ийн сургууль,28
29,18-р сургууль,29
29,ТомЁ сургууль,29
29,32-р сургууль,29
29,118-р сургууль,29
29,118-р сургууль,29
29,52-р сургууль,29
5,Хөхморьт,5
18,4-р сургууль,18
3,Соого Сейкео,3
15,1 дүгээр сургууль,15
15,3 дүгээр сургууль,15
2,Дарын Цогцолбор сургууль,2
17,Архуст,17
4,Рашаант ЕБС,4
10,Цэгц Билиг,10
29,15-р сургууль,29
9,Ялалт ЕБС,9
1,3-р сургууль,1
8,Замын-Үүд I,8
8,Замын-Үүд 3,8
8,Зүүнбаян,8
20,Галт,20
20,Хатгал,20
19,Мөнххайрхан сумын сургууль,19
24,Эрдмийн Өргөө,24
24,Эрдмийн Өргөө,24
11,Тосонцэнгэл 2-р сургууль,11
30,50 дугаар сургууль,30
30,72 дугаар сургууль,30
22,Оюуны-Эрин,22
27,106-р сургууль,27
27,107-р сургууль,27
24,47-р сургууль,24
24,Эхлэл дунд сургууль,24
25,14-р сургууль,25
25,53-р сургууль,25
25,87-р сургууль,25
25,Амгалан Цогцолбор,25
25,Хишиг,25
28,11,28
28,45 дугаар сургууль,28
28,Үй цай сургууль,28
29,18-р сургууль,29
29,115-р сургууль,29
29,75 сургууль,29
29,52-р сургууль,29
18,2-р сургууль,18
18,Завхан сумын ЕБС,18
18,Өмнөговь сумын ЕБС,18
18,Эрдмийн эхлэл,18
26,119 -р сургууль,26
15,2 дүгээр сургууль,15
24,Эрдмийн хишиг,24
2,Өлгий-5,2
21,Хэрлэн 1,21
21,Хэрлэн 1,21
21,Бэрх ОУС,21
9,8-р сургууль,9
9,Баян-Уул ЕБС,9
2,1-р сургууль,2
28,Дойче Шуле,28
1,2р сургууль,1
1,Тариат  ЕБС,1
8,Замын-Үүд I,8
20,Галт,20
20,Түнэл,20
20,Цэцэрлэг,20
16,Баянгол сумын ЕБС,16
24,Эрдмийн Өргөө,24
11,Завхан 3-р сургууль,11
11,Тэлмэн ЕБС,11
30,50 дугаар сургууль,30
27,12-р сургууль,27
27,76-р сугууль,27
27,76-р сургууль,27
27,76-р сургууль,27
27,Номуун сургууль,27
24,Оюуны Ундраа,24
24,Эрдмийн жигүүр сургууль,24
25,14,25
25,33,25
25,44,25
25,102,25
25,Oyunlag,25
25,Амжилт кибер сургууль,25
28,6 дугаар сургууль,28
28,МУБИС харьяа сургууль,28
28,Монгол Оросын хамтарсан сургууль,28
28,Монгол Оросын хамтарсан сургууль,28
28,Олула томё сургууль,28
28,Олула томё сургууль,28
29,130-р сургууль,29
29,118-р сургууль,29
29,118-р сургууль,29
12,Билигт-Өргөө,12
2,Өлгий-3 ЕБС,2
26,Голомт,26
15,1-р сургууль,15
17,Зуунмод-4,17
17,Цээл,17
10,Хүмүүнлэг ЕБС,10
21,Хэрлэн 1,21
25,Төгсдэлгэрэх,25
28,Дойче шуль,28
7,Оюуны-Ирээдүй сургууль,7
7,4 дүгээр сургууль,7
1,3-р сургууль,1
8,Сайншанд II,8
8,Замын-Үүд I,8
19,Булган сумын 1-р сургууль,19
14,Ханбогд сумын Ерөнхий боловсролын 1-р сургууль,14
24,Эрдмийн Өргөө,24
24,Эрдмийн Өргөө,24
24,Эрдмийн Өргөө,24
24,Эрдмийн Өргөө,24
11,Завхан 3-р сургууль,11
11,Цагаанчулуут ЕБС,11
11,Тосонцэнгэл 2-р сургууль,11
30,5 дугаар сургууль,30
27,106-р сургууль,27
27,107-р сургууль,27
27,Өнөр сургууль,27
24,93-р сургууль,24
24,141-р сургууль,24
25,33,25
25,33,25
25,111-р сургууль,25
25,Хишиг,25
25,UB Empathy,25
28,6 дугаар сургууль,28
28,nest education school,28
28,Олула томё сургууль,28
29,163-р сургууль,29
3,Номгон,3
15,Түмэнцогт Ебс,15
17,Баянцогт,17
17,Хүмүүн,17
4,Хангал сумын Хялганат тосгоны ЕБС,4
10,Эрдэнэдалай,10
10,Дэлгэрцогт ЕБС,10
21,Хэрлэн 1,21
21,Хэрлэн 5,21
29,Олонлог,29
29,15-р сургууль,29
9,8-р сургууль,9
7,1-р сургууль,7
1,2,1
8,Зүүнбаян,8
20,Тосонцэнгэл ЕБС,20
19,Мөнххайрхан сумын сургууль,19
16,Сүхбаатар сумын ЕБ-ын 3-р сургууль,16
16,Хүдэр  сумын ЕБС,16
11,Баянтэс,11
30,5 дугаар сургууль,30
30,39,30
30,50 дугаар сургууль,30
27,62-р сургууль,27
27,107-р сургууль,27
24,Эрдмийн Ундраа /54/,24
24,Шинэ эхлэл,24
24,Эрхэт эрдэм,24
25,53-р сургууль,25
25,87-р сургууль,25
25,133-р сургууль,25
25,148-р сургууль,25
28,СБД 11-р сургууль,28
28,СБД 11-р сургууль,28
28,МУБИС харьяа сургууль,28
28,Монгол Оросын хамтарсан сургууль,28
28,Сэлбэ сургууль цэцэрлэг цогцолбор,28
28,Сэлбэ сургууль цэцэрлэг цогцолбор,28
28,Олула томё сургууль,28
28,Олула томё сургууль,28
28,Олула томё сургууль,28
29,Гурван Тамир сургууль,29
29,115-р сургууль,29
3,Баян-Овоо ЕБС,3
3,Жаргалант ЕБС,3
26,Голомт,26
26,109-р сургууль,26
15,Түвшинширээ сумын ЕБС,15
17,Баянцагаан,17
17,Хүмүүн,17
21,Хэрлэн 1,21
21,Бэрх ОУС,21
21,Баян-Адарга,21
29,15-р сургууль,29
9,5-р сургууль,9
28,Дойче шуле,28
7,ШУТИС-ийн харьяа ДУА дахь ЕБАС,7
1,3-р сургууль,1
1,Хотонт,1
20,Баянзүрх,20
20,Сод-Эрдэм,20
20,Хатгал,20
16,Баруунбүрэн сумын ЕБС,16
16,Мандал сумын ЕБ-ын 4-р сургууль,16
16,Мандал сумын ЕБ-ын 4-р сургууль,16
16,Мандал сумын ЕБ-ын 4-р сургууль,16
24,Эрдмийн Өргөө,24
24,Эрдмийн Өргөө,24
24,Эрдмийн Өргөө,24
24,Эрдмийн Өргөө,24
24,Эрдмийн Өргөө,24
11,Цагаанчулуут ЕБС,11
30,72 дугаар сургууль,30
22,Оюуны-Эрин,22
27,76-р сургууль,27
27,105-р сургууль,27
27,106-р сургууль,27
27,Жишиг эрдэм сургууль,27
24,28-р сургууль,24
24,38-р сургууль,24
24,Оюуны Ундраа,24
24,Шинэ эрин,24
24,Шинэ эхлэл,24
24,Eekhet-Erdem,24
25,14-р сургууль,25
28,3 дугаар сургууль,28
28,6 дугаар сургууль,28
28,Олула томё сургууль,28
28,Олула томё сургууль,28
29,Гурван Тамир сургууль,29
29,Гурван Тамир сургууль,29
29,163-р сургууль,29
3,Номгон,3
3,Эрдэм,3
3,Баян-Овоо ЕБС,3
15,1 дүгээр сургууль,15
17,Хүмүүн,17
17,Хүмүүн,17
17,Сүмбэр,17
4,Тэшиг сумын ЕБС,4
21,Хэрлэн 5,21
21,Бэрх ОУС,21
7,4 дүгээр сургууль,7
8,Сайншанд I,8
20,Рашаант,20
20,Эрдэнэбулган,20
16,Сүхбаатар сумын ЕБ-ын 1-р сургууль,16
24,Эрдмийн Өргөө,24
24,Эрдмийн Өргөө,24
24,Эрдмийн Өргөө,24
11,Тосонцэнгэл 1-р сургууль,11
30,72 дугаар сургууль,30
22,Оюуны-Эрин,22
27,9-р сургууль,27
27,Өнөр сургууль,27
24,141-р сургууль,24
24,New Era international school,24
24,Шинэ эхлэл,24
24,Эрхэт эрдэм,24
25,21-р сургууль,25
25,Хишиг,25
25,НЕБ УБ сургууль,25
28,6 дугаар сургууль,28
28,Шинэ Үе,28
28,Сэлбэ сургууль цэцэрлэг цогцолбор,28
28,Нэст Эдүкэйшн сургууль,28
28,Олула томё сургууль,28
28,Олула томё сургууль,28
29,Гурван Тамир сургууль,29
29,18-р сургууль,29
29,18-р сургууль,29
29,114,29
29,118-р сургууль,29
29,Орчлон олон улсын сургууль,29
5,Бугат,5
2,Өлгий-3 ЕБС,2
18,Ховд сумын ЕБС,18
26,Голомт,26
26,Голомт,26
24,Эрдмийн хишиг,24
17,Батсүмбэр,17
17,Хүмүүн,17
17,Хүмүүн,17
10,Цэгц билиг,10
21,Бэрх ОУС,21
13,Богд сумын ЕБ-ын 2-р сургууль,13
9,1-р сургууль,9
2,1-р сургууль,2
25,ШМТК,25
7,ШУТИС-ийн харьяа ДУА дахь ЕБАС,7
7,18,7
1,1-р сургууль,1
1,Эрдэнэмандал,1
8,Сайншанд YI,8
20,Жаргалант,20
19,Мөнххайрхан сумын сургууль,19
19,Мянгад сумын сургууль,19
14,Даланзадгад сумын Ерөнхий боловсролын 1-р сургууль,14
16,Түшиг сумын ЕБС,16
24,Эрдмийн Өргөө,24
11,Баянтэс,11
11,Отгон ЕБС,11
27,Ирээдүй сургууль,27
24,73-р сургууль,24
24,141-р сургууль,24
24,Мандах лицей,24
24,Эхлэл дунд сургууль,24
25,79-р сургууль,25
25,133-р сургууль,25
25,Оюуны нахиа,25
28,6 дугаар сургууль,28
28,6 дугаар сургууль,28
28,Өсвөрийн Зохион Бүтээгчдийн Ахлах Сургууль,28
28,Олула томё сургууль,28
28,Олула томё сургууль,28
29,59-р сургууль,29
29,ТомЁ сургууль,29
29,115-р сургууль,29
29,118-р сургууль,29
29,Орчлон олон улсын сургууль,29
29,52-р сургууль,29
15,Эрдэнэцагаан сумын ЕБС,15
3,Жаргалант ЕБС,3
3,Номундалай,3
2,Өлгий -6,2
2,2-р сургууль,2
17,Архуст,17
4,Бүрэгхангай сумын ЕБС,4
21,Хэрлэн 1,21
29,15-р сургууль,29
9,1-р сургууль,9
28,Дойче шуле,28
25,ШМТК,25
7,31-р сургууль,7
7,ШУТИС-ийн харьяа ДУА дахь ЕБАС,7
1,1 дугаар сургууль,1
1,Ихтамир ЕБС,1
1,Тариат  ЕБС,1
8,Сайншанд YI,8
8,Замын-Үүд I,8
8,Зүүнбаян,8
20,Эрдэнэбулган,20
20,Эрдэнэбулган,20
14,Ханбогд сумын Ерөнхий боловсролын 1-р сургууль,14
14,Даланзадгад сумын Ерөнхий боловсролын 2-р сургууль,14
16,Мандал сумын ЕБ-ын 3-р сургууль,16
24,Эрдмийн Өргөө,24
27,9-р сургууль,27
27,106-р сургууль,27
27,107-р сургууль,27
27,107-р сургууль,27
27,121-р сургууль,27
24,28-р сургууль,24
24,51-р сургууль,24
24,141-р сургууль,24
24,Эрдмийн Ундраа /78/,24
25,84-р сургууль,25
25,92-р сургууль,25
25,97-р сургууль,25
28,6 дугаар сургууль,28
28,Шинэ зууны удирдагч сургууль,28
28,Шинэ Үе,28
29,18-р сургууль,29
29,Шинэ Монгол Харүмафүжи,29
29,115-р сургууль,29
29,115-р сургууль,29
29,32,29
12,ЕБ-ын 14 дүгээр сургууль,12
12,17дугаар,12
3,Номгон,3
3,Соого Сейкео,3
3,Соого Сейкео,3
15,1 дүгээр сургууль,15
17,Цээл,17
4,Хангал сумын Хялганат тосгоны ЕБС,4
21,Хан Хэнтий,21
9,12-р сургууль,9
1,Эрдэнэмандал,1
8,Сайншанд II,8
8,Сайншанд YI,8
20,Баянзүрх,20
19,Манхан сумын сургууль,19
14,Цогтцэций сумын Ерөнхий боловсролын 2-р сургууль,14
24,Эрдмийн Өргөө,24
24,Эрдмийн Өргөө,24
24,Эрдмийн Өргөө,24
24,Эрдмийн Өргөө,24
11,Чандмань-Эрдэнэ сургууль,11
11,Завхан 3-р сургууль,11
30,39,30
22,Сод,22
27,Ирээдүй,27
25,14,25
25,21-р сургууль,25
25,33,25
25,92-р сургууль,25
25,111-р сургууль,25
25,133-р сургууль,25
25,148-р сургууль,25
28,Өсвөрийн Зохион Бүтээгчдийн Ахлах Сургууль,28
28,159 дүгээр сургууль,28
28,Олула томё сургууль,28
28,Олула томё сургууль,28
29,18-р сургууль,29
29,18-р сургууль,29
29,ТомЁ сургууль,29
29,Шинэ Монгол Харүмафүжи,29
29,118-р сургууль,29
12,ЕБ-ын 14 дүгээр сургууль,12
15,Халзан сумын ЕБС,15
24,Эрдмийн хишиг,24
17,Баянцагаан,17
17,Баянцогт,17
17,Зуунмод-5,17
4,Баян-Агт сумын ЕБС,4
21,Тэмүүжин,21
13,Уянга сумын ЕБ-ын 2-р сургууль,13
9,Дашбалбар,9
24,Шинэ өнөөдөр,29
25,Шилдэг,25
7,ШУТИС-ийн харьяа ДУА дахь ЕБАС,7
1,3-р сургууль,1
1,Мөрөн,1
8,Замын-Үүд I,8
8,Иххэт,8
20,Хатгал,20
20,Цэцэрлэг,20
19,Манхан сумын сургууль,19
14,Даланзадгад сумын Ерөнхий боловсролын 2-р сургууль,14
16,Баянгол сумын ЕБС,16
16,Сүхбаатар сумын ЕБ-ын 6-р сургууль,16
11,Чандмань-Эрдэнэ сургууль,11
11,Баянтэс,11
11,их уул,11
30,23,30
22,Боловсрол сургууль,22
22,Оюуны-Эрин,22
27,76-р сургууль,27
24,13,24
24,38-р сургууль,24
24,93-р сургууль,24
24,Номт наран,24
24,Эхлэл,24
25,33-р сургууль,25
25,84-р сургууль,25
25,92-р сургууль,25
28,11-р сургууль,28
28,МУБИС харьяа сургууль,28
28,Олула томё сургууль,28
28,Олула томё сургууль,28
29,18-р сургууль,29
29,114,29
29,114,29
5,Бугат,5
12,17дугаар,12
3,Баян-Овоо ЕБС,3
3,Соого Сейкео,3
15,Түвшинширээ сумын ЕБС,15
15,Эрдэнэцагаан сумын ЕБС,15
24,Эрдмийн хишиг,24
4,Дашинчилэн сумын ЕБС,4
4,Булган 2р сургууль,4
10,Хүмүүнлэг ЕБС,10
10,Хүмүүнлэг ЕБС,10
21,Бэрх ОУС,21
28,Дойче шуле,28
7,16,7
7,ОИЦ,7
7,Шинэ алхам сургууль,7
7,1-р сургууль,7
8,Сайншанд III,8
8,Замын-Үүд 3,8
20,Жаргалант,20
19,Булган сумын 1-р сургууль,19
19,Булган сум Минжит Булган,19
16,Сүхбаатар сумын ЕБ-ын 2-р сургууль,16
24,Эрдмийн Өргөө,24
11,Тосонцэнгэл 2-р сургууль,11
30,39,30
27,9-р сургууль,27
27,Ирээдүй,27
27,Жишиг эрдэм сургууль,27
24,141-р сургууль,24
24,Шинэ эрин,24
24,Эрхэт Эрдэм,24
24,Эрхэт эрдэм сургууль,24
25,48-р сургууль,25
25,бага тэнгэр,25
28,6 дугаар сургууль,28
28,11-р сургууль,28
28,СБД 11-р сургууль,28
28,31,28
28,Монгол Оросын хамтарсан сургууль,28
28,Монгол Оросын хамтарсан сургууль,28
28,Олула томё сургууль,28
28,Олула томё сургууль,28
29,Гурван Тамир сургууль,29
29,130-р сургууль,29
5,Бугат,5
5,Хөхморьт,5
12,ЕБ-ын 14 дүгээр сургууль,12
26,Голомт,26
15,Түмэнцогт Ебс,15
2,Өлгий -6,2
17,Баянцагаан,17
10,Эрдэнэдалай сургууль,10
10,Цэгцбилиг,10
13,Уянга сумын ЕБ-ын 2-р сургууль,13
29,Олонлог төв,29
7,15 дугаар сургууль,7
7,18,7
1,1 дугаар сургууль,1
1,Эрдэнэмандал,1
8,Сайншанд III,8
8,Замын-Үүд I,8
8,Иххэт,8
20,Баянзүрх,20
20,Рашаант,20
16,Баянгол сумын ЕБС,16
16,Сант сумын ЕБС,16
11,Завхан 3-р сургууль,11
11,Тосонцэнгэл 2-р сургууль,11
30,50 дугаар сургууль,30
22,Боловсрол сургууль,22
27,62-р сургууль,27
27,107-р сургууль,27
27,Өнөр сургууль,27
27,Хөгжил сургууль,27
24,73-р сургууль,24
24,Шинэ эрин,24
24,ШинэЭхлэл,24
25,87-р сургууль,25
25,133-р сургууль,25
25,148-р сургууль,25
25,Хишиг,25
28,16-р сургууль,28
28,Монгол Оросын хамтарсан сургууль,28
28,ШУТИС-ийн сургууль,28
28,Сэлбэ сургууль цэцэрлэг цогцолбор,28
28,Олула томё сургууль,28
29,18-р сургууль,29
29,118-р сургууль,29
29,52-р сургууль,29
15,1 дүгээр сургууль,15
15,3 дүгээр сургууль,15
24,Эрдмийн хишиг,24
24,Эрдмийн хишиг,24
2,Бастама,2
2,Эмпати,2
2,Өлгий-5,2
21,Дэлгэрхаан,21
21,Баян-Адарга,21
9,1-р сургууль,9
9,5-р сургууль,9
9,8-р сургууль,9
1,1 дугаар сургууль,1
1,3,1
8,Сайншанд III,8
20,Цэцэрлэг,20
19,Мянгад сумын сургууль,19
14,Ханбогд сумын Ерөнхий боловсролын 1-р сургууль,14
14,Цогтцэций сумын Ерөнхий боловсролын 2-р сургууль,14
16,Сүхбаатар сумын ЕБ-ын 1-р сургууль,16
24,Эрдмийн Өргөө,24
24,Эрдмийн Өргөө,24
24,Эрдмийн Өргөө,24
11,Асгат ЕБС,11
11,Отгон ЕБС,11
11,Тосонцэнгэл 2-р сургууль,11
30,50 дугаар сургууль,30
30,50 дугаар сургууль,30
27,9-р сургууль,27
27,9-р сургууль,27
27,107-р сургууль,27
27,121-р сургууль,27
27,Ирээдүй сургууль,27
24,47-р сургууль,24
25,69-р сургууль,25
25,87-р сургууль,25
25,92-р сургууль,25
25,НЕБ УБ сургууль,25
28,Монгол Оросын хамтарсан сургууль,28
28,Олула томё сургууль,28
29,Гурван Тамир сургууль,29
29,Шинэ Монгол Харүмафүжи,29
29,32-р сургууль,29
29,118-р сургууль,29
29,75 сургууль,29
12,17 дугаар сургууль,12
2,Өлгий-3 ЕБС,2
17,Зуунмод-5,17
17,Хүмүүн,17
4,Рашаант сумын ЕБС,4
29,Олонлог төв сургууль,29
9,5-р сургууль,9
28,Дойче шуле,28
7,Орхон ЕБС,7
7,18,7
7,Дархан Эмпати,7
1,1 дугаар сургууль,1
8,Замын-Үүд I,8
8,Хөвсгөл,8
20,Галт,20
16,Сүхбаатар сумын ЕБ-ын 2-р сургууль,16
11,Баянтэс,11
11,Сантмаргац ЕБС,11
30,5 дугаар сургууль,30
22,Оюуны-Эрин,22
22,Сод,22
27,"""Хөгжил"" сургууль",27
27,Тольт сургууль,27
24,38-р сургууль,24
24,141-р сургууль,24
24,Оюуны Ундраа,24
24,Номт наран,24
25,Амгалан цогцолбор,25
25,68-р сургууль,25
25,Оюуны нахиа,25
28,11,28
28,45 дугаар сургууль,28
28,МУБИС харьяа сургууль,28
28,Сант,28
28,Сэлбэ сургууль цэцэрлэг цогцолбор,28
28,Нэст Эдүкэйшн сургууль,28
29,Гурван Тамир сургууль,29
29,163-р сургууль,29
29,115-р сургууль,29
29,115-р сургууль,29
18,2-р сургууль,18
18,Зүүнхангай ЕБС,18
18,Ховд сумын ЕБС,18
26,Голомт,26
2,Бастама,2
17,Хүмүүн,17
17,Цээл,17
4,2р сургууль,4
21,Хэрлэн 1,21
13,Арвайхээр сумын ЕБ-ын 2-р сургууль,13
13,Арвайхээр сумын ЕБ-ын 2-р сургууль,13
29,15-р сургууль,29
9,1-р сургууль,9
9,1-р сургууль,9
9,5-р сургууль,9
28,Дойче шуле,28
1,Хотонт,1
8,Сайншанд II,8
8,Иххэт,8
19,Мянгад сумын сургууль,19
14,Цогтцэций сумын Ерөнхий боловсролын 2-р сургууль,14
14,Цогтцэций сумын Ерөнхий боловсролын 2-р сургууль,14
14,Цогтцэций сумын Ерөнхий боловсролын 2-р сургууль,14
24,Эрдмийн Өргөө,24
24,Эрдмийн Өргөө,24
11,Завхан 3-р сургууль,11
11,Баянтэс,11
27,9-р сургууль,27
27,9-р сургууль,27
27,9-р сургууль,27
27,121-р сургууль,27
24,93-р сургууль,24
24,Шинэ Эхлэл сургууль,24
24,Мандах лицей,24
25,21-р сургууль,25
25,33,25
25,33,25
25,92-р сургууль,25
25,92-р сургууль,25
25,133-р сургууль,25
25,Оюунлаг сургууль,25
28,6 дугаар сургууль,28
28,Монгол Оросын хамтарсан сургууль,28
28,Шинэ үе дунд сургууль,28
28,Шинэ Үе,28
28,Олула томё сургууль,28
29,115-р сургууль,29
29,115-р сургууль,29
29,118-р сургууль,29
29,Орчлон олон улсын сургууль,29
12,4-р сургууль,12
18,Тэс сумын ЕБС,18
18,Ховд сумын ЕБС,18
26,Голомт,26
15,1 дүгээр сургууль,15
17,Баянцогт,17
17,Хүмүүн,17
13,Арвайхээр сумын ЕБ-ын 2-р сургууль,13
9,8-р сургууль,9
29,7-р сургууль,29
7,19 дүгээр сургууль,7
7,12 дугаар сургууль,7
7,4 дүгээр сургууль,7
7,Шинэ алхам сургууль,7
1,1 дугаар сургууль,1
8,Сайншанд YI,8
20,Тариалан ЕБС,20
20,Төмөрбулаг,20
20,Түнэл,20
16,Мандал сумын ЕБ-ын 4-р сургууль,16
11,Завхан 3-р сургууль,11
27,9-р сургууль,27
27,76-р сургууль,27
27,106-р сургууль,27
27,154,27
27,Өнөр сургууль,27
24,40,24
24,47-р сургууль,24
25,21-р сургууль,25
25,97-р сургууль,25
25,Олонлог Академи,25
28,6 дугаар сургууль,28
28,МУБИС харьяа сургууль,28
28,Монгол Оросын хамтарсан сургууль,28
28,Монгол Оросын хамтарсан сургууль,28
28,Nest education it school,28
28,Олула томё сургууль,28
28,Олула томё сургууль,28
29,163-р сургууль,29
29,114,29
29,115-р сургууль,29
29,118-р сургууль,29
29,52-р сургууль,29
12,ЕБ-ын 8 дугаар сургууль,12
18,Зүүнхангай ЕБС,18
18,Тэс сумын ЕБС,18
3,Эрдэм,3
26,Голомт,26
2,Бастама,2
17,Хүмүүн,17
4,Бугат сумын ЕБС,4
10,Политехник коллеж,10
21,Өмнөдэлгэр,21
29,Күнз,29
29,Orgil,29
28,Дойче шуле,28
1,Хотонт,1
16,Баянгол сумын ЕБС,16
16,Сүхбаатар сумын ЕБ-ын 3-р сургууль,16
24,Эрдмийн Өргөө,24
24,Эрдмийн Өргөө,24
24,Эрдмийн Өргөө,24
24,Эрдмийн Өргөө,24
11,Чандмань-Эрдэнэ сургууль,11
30,50 дугаар сургууль,30
22,Боловсрол,22
27,106-р сургууль,27
27,154-р сургууль,27
27,Жишиг эрдэм сургууль,27
24,141-р сургууль,24
24,Мандах лицей,24
24,Электрон жаал,24
24,Эрдмийн жигүүр сургууль,24
25,33,25
25,48-р сургууль,25
25,79-р сургууль,25
25,87-р сургууль,25
25,111-р сургууль,25
25,68-р сургууль,25
28,МУБИС харьяа сургууль,28
28,ШУТИС-ийн сургууль,28
28,Шинэ зууны удирдагч сургууль,28
28,Олула томё сургууль,28
29,118-р сургууль,29
29,Орчлон олон улсын сургууль,29
12,4-р сургууль,12
15,1 дүгээр сургууль,15
15,Эрдэнэцагаан сумын ЕБС,15
24,Эрдмийн хишиг,24
17,Баянцогт,17
4,Дашинчилэн сумын ЕБС,4
4,Бүрэгхангай сумын ЕБС,4
10,Сайхан-Овоо ЕБС,10
21,Хэрлэн 1,21
9,8-р сургууль,9
9,8-р сургууль,9
9,8-р сургууль,9
28,Дойче шуле,28
28,Дойче шуле,28
7,1-р сургууль,7
1,Эрдэнэмандал,1
8,Сайншанд YI,8
8,Замын-Үүд 3,8
8,Зүүнбаян,8
20,Баянзүрх,20
20,Галт,20
19,Ховд сумын сургууль,19
14,Цогтцэций сумын Ерөнхий боловсролын 1-р сургууль,14
16,Мандал сумын ЕБ-ын 5-р сургууль,16
16,Хүдэр  сумын ЕБС,16
11,Баянтэс,11
11,Тосонцэнгэл 1-р сургууль,11
30,50 дугаар сургууль,30
30,72 дугаар сургууль,30
27,Ирээдүй,27
24,51-р сургууль,24
24,141-р сургууль,24
24,Эрдмийн Ундраа,24
25,53-р сургууль,25
25,53-р сургууль,25
25,97-р сургууль,25
25,111-р сургууль,25
25,111-р сургууль,25
25,111-р сургууль,25
25,148-р сургууль,25
28,6 дугаар сургууль,28
28,Монгол Оросын хамтарсан сургууль,28
28,Шинэ Үе,28
28,Нэст Эдүкэйшн,28
28,Олула томё сургууль,28
28,Олула томё сургууль,28
29,ТомЁ сургууль,29
12,ЕБ-ын 13 дугаар сургууль,12
18,3-р сургууль,18
18,Тэс сумын ЕБС,18
26,Голомт,26
3,Баянцагаан,3
3,Номундалай,3
15,2 дүгээр сургууль,15
2,Өлгий -6,2
17,Хүмүүн,17
21,Хэрлэн 1,21
21,Бэрх ОУС,21
21,Өмнөдэлгэр ЕБС,21
20,Эрдмийн далай,20
7,Оюуны-Ирээдүй сургууль,7
7,Оюуны-Ирээдүй сургууль,7
1,Хотонт,1
20,Цэцэрлэг,20
20,Цэцэрлэг,20
19,Минжит Булган сургууль,19
19,Цэцэг сумын сургууль,19
16,Сүхбаатар сумын ЕБ-ын 6-р сургууль,16
16,Хүдэр  сумын ЕБС,16
24,Эрдмийн Өргөө,24
24,Эрдмийн Өргөө,24
11,Баянтэс,11
11,Тосонцэнгэл 2-р сургууль,11
30,23 дугаар сургууль,30
30,50 дугаар сургууль,30
22,Сод,22
27,76-р сургууль,27
27,106-р сургууль,27
27,124-р сургууль,27
24,Оюуны Ундраа,24
24,Эрдмийн Ундраа /54/,24
25,14,25
25,14,25
25,84-р сургууль,25
25,148-р сургууль,25
25,Оюуны нахиа,25
25,Амжилт кибер сургууль,25
28,3 дугаар сургууль,28
28,6 дугаар сургууль,28
28,31 сургууль,28
28,Өсвөрийн Зохион Бүтээгчдийн Ахлах Сургууль,28
29,18-р сургууль,29
29,34 дүгээр сургууль,29
29,118-р сургууль,29
29,52-р сургууль,29
12,17 сургууль,12
15,Эрдэнэцагаан сумын ЕБС,15
17,Баянцагаан,17
17,Зуунмод-5,17
21,Дадал,21
29,Олонлог төв сургууль,29
29,15-р сургууль,29
29,15-р сургууль,29
28,Дойче шуле,28
7,ОИЦ,7
1,Тариат  ЕБС,1
1,Хотонт,1
8,Сайншанд YI,8
20,Алаг-Эрдэнэ,20
14,Цогтцэций сумын Ерөнхий боловсролын 2-р сургууль,14
16,Мандал сумын ЕБ-ын 4-р сургууль,16
24,Эрдмийн Өргөө,24
30,24 дүгээр сургууль,30
22,Оюуны-Эрин,22
27,107-р сургууль,27
27,Ирээдүй,27
27,168-р сургууль,27
24,51-р сургууль,24
24,93-р сургууль,24
24,141-р сургууль,24
24,Шинэ эхлэл,24
25,14,25
25,68-р сургууль,25
25,Бага Тэнгэр,25
28,6 дугаар сургууль,28
28,11,28
28,Монгол Оросын хамтарсан сургууль,28
28,Өсвөрийн Зохион Бүтээгчдийн Ахлах Сургууль,28
28,Нэст Эдүкэйшн,28
28,Олула томё сургууль,28
29,18-р сургууль,29
29,18-р сургууль,29
29,18-р сургууль,29
29,114,29
29,118-р сургууль,29
12,4-р сургууль,12
